# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RPS27	PF3D7_1308300	PF3D7_1308300.1	protein_coding	0	2	0	95	44	0	6	0	0	0	0	0	1	0	0	0	0	2	45
RPS3	PF3D7_API01700	PF3D7_API01700.1	protein_coding	0	9	14	425	249	0	0	14	0	0	0	0	0	0	0	0	0	9	176
RPS4	PF3D7_API00100	PF3D7_API00100.1	protein_coding	0	18	18	221	221	0	0	18	0	0	0	0	0	0	0	0	0	18	0
RPS5	PF3D7_API02300	PF3D7_API02300.1	protein_coding	0	17	25	469	257	0	0	25	0	0	0	0	0	0	0	0	0	17	212
RPS6	PF3D7_0932600	PF3D7_0932600.1	protein_coding	0	5	0	130	62	0	7	0	0	0	0	0	0	0	0	0	0	5	61
RPS7	PF3D7_API01900	PF3D7_API01900.1	protein_coding	0	4	3	476	275	0	0	3	0	0	0	0	1	0	0	0	1	3	201
RPS7	PF3D7_API02800	PF3D7_API02800.1	protein_coding	1	8	13	489	239	0	0	13	0	0	0	0	0	0	1	0	0	8	250
RPS8	PF3D7_API02100	PF3D7_API02100.1	protein_coding	0	2	13	508	269	0	0	13	0	0	0	0	0	0	0	0	0	2	239
RPT1	PF3D7_1311500	PF3D7_1311500.1	protein_coding	0	49	7	158	94	0	4	7	0	0	0	0	0	0	0	0	0	49	60
RPT2	PF3D7_1008400	PF3D7_1008400.1	protein_coding	0	39	2	122	70	0	0	2	0	0	0	0	0	0	0	0	0	39	52
RPT3	PF3D7_0413600	PF3D7_0413600.1	protein_coding	0	73	9	156	101	0	6	9	0	0	0	0	1	0	0	0	0	72	50
RPT4	PF3D7_1306400	PF3D7_1306400.1	protein_coding	0	83	7	113	68	0	0	7	0	0	0	0	0	0	0	0	0	83	45
RPT5	PF3D7_1130400	PF3D7_1130400.1	protein_coding	0	79	12	103	43	0	0	12	0	0	0	0	0	0	0	0	0	79	60
RPT6	PF3D7_1248900	PF3D7_1248900.1	protein_coding	0	26	3	101	53	0	0	3	0	0	0	0	0	0	0	0	0	26	48
RRB1	PF3D7_0816000	PF3D7_0816000.1	protein_coding	0	3	4	111	54	0	0	4	0	0	0	0	0	0	0	0	0	3	57
RRF1	PF3D7_0208600	PF3D7_0208600.1	protein_coding	0	4	9	125	67	0	0	9	0	0	0	0	0	0	0	0	0	4	58
RRF2	PF3D7_0420400	PF3D7_0420400.1	protein_coding	0	5	6	196	124	0	0	6	0	0	0	0	0	0	0	0	0	5	72
RRP4	PF3D7_0410400	PF3D7_0410400.1	protein_coding	0	7	6	190	112	1	0	6	0	0	0	0	0	0	0	0	0	6	78
RRP40	PF3D7_1307000	PF3D7_1307000.1	protein_coding	0	1	1	110	48	0	2	1	0	0	0	0	0	0	0	0	0	1	60
RRP41	PF3D7_1427800	PF3D7_1427800.1	protein_coding	0	7	1	196	158	0	0	1	0	0	0	0	0	0	0	0	0	7	38
RRP42	PF3D7_1340100	PF3D7_1340100.1	protein_coding	0	2	2	119	53	0	0	2	0	0	0	0	0	0	0	0	0	2	66
RRP45	PF3D7_1364500	PF3D7_1364500.1	protein_coding	0	2	6	131	69	0	0	6	0	0	0	0	0	0	0	0	0	2	62
RRP5	PF3D7_1404500	PF3D7_1404500.1	protein_coding	0	5	9	119	68	0	0	9	0	0	0	0	0	0	0	0	0	5	51
RRP6	PF3D7_1449700	PF3D7_1449700.1	protein_coding	0	5	27	136	78	0	0	27	0	0	0	0	0	0	0	0	0	5	58
RRP8	PF3D7_0925200	PF3D7_0925200.1	protein_coding	0	2	3	176	89	0	6	3	0	0	0	0	1	0	0	0	0	1	82
RRP9	PF3D7_1226700	PF3D7_1226700.1	protein_coding	0	13	17	133	86	0	0	17	0	0	0	0	0	0	0	0	0	13	47
RSA4	PF3D7_1146000	PF3D7_1146000.1	protein_coding	0	13	17	106	52	0	0	17	0	0	0	0	0	0	0	0	0	13	54
RTCB	PF3D7_1105700	PF3D7_1105700.1	protein_coding	0	56	18	145	71	0	0	18	0	0	0	0	0	0	0	0	0	56	74
RUVB1	PF3D7_0809700	PF3D7_0809700.1	protein_coding	0	8	4	123	55	0	16	4	0	0	0	0	0	0	0	0	0	8	52
RUVB2	PF3D7_1106000	PF3D7_1106000.1	protein_coding	0	80	17	161	84	0	0	17	0	0	0	0	0	0	0	0	0	80	77
RUVB3	PF3D7_1362200	PF3D7_1362200.1	protein_coding	0	47	6	130	61	0	0	6	0	0	0	0	0	0	0	0	0	47	69
RbgA	PF3D7_0410700	PF3D7_0410700.1	protein_coding	0	4	9	187	110	0	0	9	0	0	0	0	0	0	0	0	0	4	77
RhopH2	PF3D7_0929400	PF3D7_0929400.1	protein_coding	0	2	18	162	68	0	21	18	0	0	0	0	1	0	0	0	0	2	73
RhopH3	PF3D7_0905400	PF3D7_0905400.1	protein_coding	0	7	7	115	53	0	12	7	0	0	0	0	0	0	0	0	0	7	50
RimM	PF3D7_1032000	PF3D7_1032000.1	protein_coding	0	3	12	164	69	0	2	12	0	0	0	0	0	0	0	0	0	3	93
SAHH	PF3D7_0520900	PF3D7_0520900.1	protein_coding	0	11	5	84	34	0	0	5	0	0	0	0	0	0	0	0	0	11	50
SAM50	PF3D7_0608310	PF3D7_0608310.1	protein_coding	0	4	3	146	81	0	0	3	0	0	0	0	0	0	0	0	0	4	65
SAMS	PF3D7_0922200	PF3D7_0922200.1	protein_coding	0	47	7	113	60	0	0	7	0	0	0	0	0	0	0	0	0	47	53
SAP18	PF3D7_0711400	PF3D7_0711400.1	protein_coding	0	1	24	209	93	0	0	24	0	0	0	0	0	0	0	0	0	1	116
SAR1	PF3D7_0416800	PF3D7_0416800.1	protein_coding	0	8	3	91	51	0	7	3	0	0	0	0	0	0	0	0	0	8	33
SART1	PF3D7_0323700	PF3D7_0323700.1	protein_coding	1	23	19	117	85	0	0	19	0	0	0	0	0	0	1	0	0	23	32
SAS4	PF3D7_1458500	PF3D7_1458500.1	protein_coding	0	25	40	119	54	0	12	40	0	0	0	0	1	0	0	0	0	25	53
SAS6	PF3D7_0607600	PF3D7_0607600.1	protein_coding	0	8	13	119	67	0	17	13	0	0	0	0	4	0	0	0	0	4	39
SBP1	PF3D7_0501300	PF3D7_0501300.1	protein_coding	0	0	14	81	28	0	0	14	0	0	0	0	0	0	0	0	0	0	53
SBP2	PF3D7_0309700	PF3D7_0309700.1	protein_coding	0	4	11	107	68	0	0	11	0	0	0	0	0	0	0	0	0	4	39
SCD	PF3D7_0511200	PF3D7_0511200.1	protein_coding	0	22	13	131	50	0	1	13	0	0	0	0	0	0	0	0	0	22	80
SDA1	PF3D7_0716100	PF3D7_0716100.1	protein_coding	0	14	17	140	77	0	0	17	0	0	0	0	0	0	0	0	0	14	63
SDH3	PF3D7_0611100	PF3D7_0611100.1	protein_coding	0	1	0	120	26	0	0	0	0	0	0	0	0	0	0	0	0	1	94
SDH4	PF3D7_1010300	PF3D7_1010300.1	protein_coding	0	4	2	157	87	0	3	2	0	0	0	0	0	0	0	0	0	4	67
SDHA	PF3D7_1034400	PF3D7_1034400.1	protein_coding	0	80	10	107	53	0	0	10	0	0	0	0	0	0	0	0	0	80	54
SEA1	PF3D7_1021800	PF3D7_1021800.1	protein_coding	0	15	36	102	50	0	8	36	0	0	0	0	0	0	0	0	0	15	44
SEC12	PF3D7_1116400	PF3D7_1116400.1	protein_coding	0	3	6	152	91	0	0	6	0	0	0	0	0	0	0	0	0	3	61
SEC13	PF3D7_1230700	PF3D7_1230700.1	protein_coding	0	13	18	199	73	0	0	18	0	0	0	0	0	0	0	0	0	13	126
SEC20	PF3D7_1316800	PF3D7_1316800.1	protein_coding	0	2	4	130	59	0	11	4	0	0	0	0	1	0	0	0	0	1	61
SEC21	PF3D7_1145100	PF3D7_1145100.1	protein_coding	0	20	12	151	71	0	0	12	0	0	0	0	0	0	0	0	0	20	80
SEC22	PF3D7_0320100	PF3D7_0320100.1	protein_coding	0	1	2	177	121	0	6	2	0	0	0	0	0	0	0	0	0	1	50
SEC23	PF3D7_0822600	PF3D7_0822600.1	protein_coding	0	104	24	141	72	0	3	24	0	0	0	0	0	0	0	0	0	104	66
SEC24A	PF3D7_1361100	PF3D7_1361100.1	protein_coding	0	50	32	124	55	0	3	32	0	0	0	0	1	0	0	0	0	50	66
SEC24B	PF3D7_0405100	PF3D7_0405100.1	protein_coding	0	23	21	122	49	0	12	21	0	0	0	0	0	0	0	0	0	23	61
SEC27	PF3D7_0905900	PF3D7_0905900.1	protein_coding	0	107	51	98	57	0	0	51	0	0	0	0	0	0	0	0	0	107	41
SEC28	PF3D7_0808400	PF3D7_0808400.1	protein_coding	0	1	5	327	244	0	3	5	0	0	0	0	0	0	0	0	0	1	80
SEC31	PF3D7_0214100	PF3D7_0214100.1	protein_coding	0	24	18	114	51	0	2	18	0	0	0	0	0	0	0	0	0	24	61
SEC61	PF3D7_1346100	PF3D7_1346100.1	protein_coding	0	39	3	123	66	0	0	3	0	0	0	0	0	0	0	0	0	39	57
SEC62	PF3D7_1438100	PF3D7_1438100.1	protein_coding	0	16	9	182	103	0	5	9	0	0	0	0	0	0	0	0	0	16	74
SEC63	PF3D7_1318800	PF3D7_1318800.1	protein_coding	0	69	19	175	103	0	0	19	0	0	0	0	0	0	0	0	0	69	72
SEC7	PF3D7_1442900	PF3D7_1442900.1	protein_coding	1	34	54	106	55	0	0	54	0	0	0	0	0	0	1	0	0	34	51
SEMP1	PF3D7_0702400	PF3D7_0702400.1	protein_coding	0	0	2	78	31	0	0	2	0	0	0	0	0	0	0	0	0	0	47
SENP1	PF3D7_1233900	PF3D7_1233900.1	protein_coding	0	6	15	120	73	0	2	15	0	0	0	0	0	0	0	0	0	6	45
SENP2	PF3D7_0801700	PF3D7_0801700.1	protein_coding	0	13	47	106	49	0	5	47	0	0	0	0	1	0	0	0	0	12	53
SEPSECS	PF3D7_1205100	PF3D7_1205100.1	protein_coding	0	10	5	150	65	0	7	5	0	0	0	0	1	0	0	0	0	9	79
SERA1	PF3D7_0208000	PF3D7_0208000.1	protein_coding	0	13	19	153	96	0	11	19	0	0	0	0	2	0	0	0	0	12	47
SERA2	PF3D7_0207900	PF3D7_0207900.1	protein_coding	0	14	57	127	57	0	8	57	0	0	0	0	1	0	0	0	0	14	62
SERA3	PF3D7_0207800	PF3D7_0207800.1	protein_coding	0	5	14	195	83	0	13	14	0	0	0	0	0	0	0	0	0	5	99
SERA4	PF3D7_0207700	PF3D7_0207700.1	protein_coding	0	9	45	161	104	0	1	45	0	0	0	0	0	0	0	0	0	9	56
SERA5	PF3D7_0207600	PF3D7_0207600.1	protein_coding	2	19	60	134	56	0	1	60	0	0	0	0	2	0	1	1	0	18	78
SERA6	PF3D7_0207500	PF3D7_0207500.1	protein_coding	0	6	20	197	85	0	8	20	0	0	0	0	0	0	0	0	0	6	104
SERA7	PF3D7_0207400	PF3D7_0207400.1	protein_coding	0	21	35	123	63	0	3	35	0	0	0	0	0	0	0	0	0	21	57
SERA8	PF3D7_0207300	PF3D7_0207300.1	protein_coding	0	6	28	127	48	1	5	28	0	0	0	0	2	0	0	0	0	3	76
SERA9	PF3D7_0902800	PF3D7_0902800.1	protein_coding	0	6	8	134	68	0	11	8	0	0	0	0	0	0	0	0	0	6	55
SET1	PF3D7_0629700	PF3D7_0629700.1	protein_coding	0	62	97	77	37	0	21	97	0	0	0	0	2	0	0	0	0	61	20
SET10	PF3D7_1221000	PF3D7_1221000.1	protein_coding	0	40	79	90	36	0	0	79	0	0	0	0	0	0	0	0	0	40	54
SET3	PF3D7_0827800	PF3D7_0827800.1	protein_coding	0	92	90	161	83	0	0	90	0	0	0	0	0	0	0	0	0	92	78
SET4	PF3D7_0910000	PF3D7_0910000.1	protein_coding	0	7	24	281	96	0	0	24	0	0	0	0	0	0	0	0	0	7	185
SET5	PF3D7_1214200	PF3D7_1214200.1	protein_coding	0	3	2	101	59	0	0	2	0	0	0	0	0	0	0	0	0	3	42
SET6	PF3D7_1355300	PF3D7_1355300.1	protein_coding	0	50	13	205	164	0	0	13	0	0	0	0	0	0	0	0	0	50	41
SET7	PF3D7_1115200	PF3D7_1115200.1	protein_coding	0	5	17	211	110	0	22	17	0	0	0	0	1	0	0	0	0	4	80
SET8	PF3D7_0403900	PF3D7_0403900.1	protein_coding	0	9	27	124	64	0	4	27	0	0	0	0	0	0	0	0	0	9	56
SET9	PF3D7_0508100	PF3D7_0508100.1	protein_coding	0	21	25	107	46	0	0	25	0	0	0	0	0	0	0	0	0	21	61
SETvs	PF3D7_1322100	PF3D7_1322100.1	protein_coding	0	39	56	114	54	0	8	56	0	0	0	0	1	0	0	0	0	38	53
SEY1	PF3D7_1416100	PF3D7_1416100.1	protein_coding	0	19	19	194	122	0	0	19	0	0	0	0	0	0	0	0	0	19	72
SF1	PF3D7_1321700	PF3D7_1321700.1	protein_coding	0	30	25	101	59	0	1	25	0	0	0	0	0	0	0	0	0	30	41
SF3A1	PF3D7_1474500	PF3D7_1474500.1	protein_coding	0	1	14	125	62	0	0	14	0	0	0	0	0	0	0	0	0	1	63
SF3A2	PF3D7_0619900	PF3D7_0619900.1	protein_coding	0	0	0	78	40	0	0	0	0	0	0	0	0	0	0	0	0	0	38
SF3A3	PF3D7_0924700	PF3D7_0924700.1	protein_coding	0	15	6	114	64	0	0	6	0	0	0	0	0	0	0	0	0	15	50
SF3B1	PF3D7_0308900	PF3D7_0308900.1	protein_coding	0	85	41	115	53	0	0	41	0	0	0	0	0	0	0	0	0	85	62
SF3B2	PF3D7_1461600	PF3D7_1461600.1	protein_coding	0	7	7	135	39	0	30	7	0	0	0	0	1	0	0	0	0	6	67
SF3B3	PF3D7_1234800	PF3D7_1234800.1	protein_coding	0	75	37	90	33	0	5	37	0	0	0	0	0	0	0	0	0	75	52
SF3B4	PF3D7_1420000	PF3D7_1420000.1	protein_coding	0	8	8	145	87	0	5	8	0	0	0	0	0	0	0	0	0	8	53
SF3B5	PF3D7_1355800	PF3D7_1355800.1	protein_coding	0	8	2	143	75	0	9	2	0	0	0	0	1	0	0	0	0	8	59
SF3B6	PF3D7_1224900	PF3D7_1224900.1	protein_coding	0	7	1	94	56	0	4	1	0	0	0	0	0	0	0	0	0	7	34
SHLP1	PF3D7_1469200	PF3D7_1469200.1	protein_coding	0	1	4	149	56	0	0	4	0	0	0	0	0	0	0	0	0	1	93
SHLP2	PF3D7_1206000	PF3D7_1206000.1	protein_coding	0	2	2	162	109	0	0	2	0	0	0	0	0	0	0	0	0	2	53
SHMT	PF3D7_1235600	PF3D7_1235600.1	protein_coding	0	18	8	226	147	0	4	8	0	0	0	0	0	0	0	0	0	18	75
SHMT	PF3D7_1456100	PF3D7_1456100.1	protein_coding	0	0	4	76	46	0	0	4	0	0	0	0	0	0	0	0	0	0	30
SIAP1	PF3D7_0408600	PF3D7_0408600.1	protein_coding	0	3	25	156	76	0	0	25	0	0	0	0	0	0	0	0	0	3	80
SIAP2	PF3D7_0830300	PF3D7_0830300.1	protein_coding	0	3	26	99	48	0	0	26	0	0	0	0	0	0	0	0	0	3	51
SIP	PF3D7_0510300	PF3D7_0510300.1	protein_coding	0	5	4	97	50	0	3	4	0	0	0	0	0	0	0	0	0	5	44
SIP2	PF3D7_0604100	PF3D7_0604100.1	protein_coding	0	13	25	120	54	0	0	25	0	0	0	0	0	0	0	0	0	13	66
SIR2A	PF3D7_1328800	PF3D7_1328800.1	protein_coding	0	6	5	84	47	0	0	5	0	0	0	0	0	0	0	0	0	6	37
SIS1	PF3D7_0213100	PF3D7_0213100.1	protein_coding	0	2	0	147	42	0	15	0	0	0	0	0	1	0	0	0	0	1	91
SKP1	PF3D7_1367000	PF3D7_1367000.1	protein_coding	0	0	0	148	58	0	15	0	0	0	0	0	0	0	0	0	0	0	75
SLARP	PF3D7_1147000	PF3D7_1147000.1	protein_coding	0	28	67	119	54	0	2	67	0	0	0	0	0	0	0	0	0	28	63
SLBP	PF3D7_0519000	PF3D7_0519000.1	protein_coding	0	1	2	105	62	0	0	2	0	0	0	0	0	0	0	0	0	1	43
SLU7	PF3D7_0610100	PF3D7_0610100.1	protein_coding	0	31	9	109	50	0	10	9	0	0	0	0	2	0	0	0	0	30	50
SMB1	PF3D7_1414800	PF3D7_1414800.1	protein_coding	0	0	0	128	65	0	2	0	0	0	0	0	0	0	0	0	0	0	61
SMN	PF3D7_0323500	PF3D7_0323500.1	protein_coding	0	3	0	148	106	0	2	0	0	0	0	0	0	0	0	0	0	3	40
SMS1	PF3D7_0625000	PF3D7_0625000.1	protein_coding	0	3	2	115	62	0	6	2	0	0	0	0	1	0	0	0	0	2	48
SMS1	PF3D7_0625000	PF3D7_0625000.2	protein_coding	0	3	4	113	62	0	3	4	0	0	0	0	1	0	0	0	0	3	48
SMS2	PF3D7_0625100	PF3D7_0625100.1	protein_coding	0	3	7	110	62	0	0	7	0	0	0	0	0	0	0	0	0	3	48
SNAP23	PF3D7_1320500	PF3D7_1320500.1	protein_coding	0	1	3	158	86	0	12	3	0	0	0	0	1	0	0	0	0	0	61
SNF2L	PF3D7_1104200	PF3D7_1104200.1	protein_coding	0	79	23	170	90	0	8	23	0	0	0	0	2	0	0	0	0	78	73
SNF7	PF3D7_1243500	PF3D7_1243500.1	protein_coding	0	13	4	111	49	0	18	4	0	0	0	0	3	0	0	0	0	11	46
SNRPD1	PF3D7_1125500	PF3D7_1125500.1	protein_coding	0	14	5	133	87	0	0	5	0	0	0	0	0	0	0	0	0	14	46
SNRPD2	PF3D7_0218500	PF3D7_0218500.1	protein_coding	0	0	1	200	69	0	1	1	0	0	0	0	0	0	0	0	0	0	130
SNRPD3	PF3D7_0909800	PF3D7_0909800.1	protein_coding	0	8	1	138	81	0	3	1	0	0	0	0	1	0	0	0	0	7	55
SNRPE	PF3D7_1350200	PF3D7_1350200.1	protein_coding	0	0	0	172	117	0	7	0	0	0	0	0	0	0	0	0	0	0	48
SNRPF	PF3D7_1126900	PF3D7_1126900.1	protein_coding	0	1	2	156	67	0	5	2	0	0	0	0	0	0	0	0	0	1	84
SNRPG	PF3D7_0822300	PF3D7_0822300.1	protein_coding	0	0	0	108	57	0	1	0	0	0	0	0	0	0	0	0	0	0	50
SOAP	PF3D7_1404300	PF3D7_1404300.1	protein_coding	0	2	8	107	42	0	0	8	0	0	0	0	0	0	0	0	0	2	65
SOD2	PF3D7_0623500	PF3D7_0623500.1	protein_coding	0	3	4	169	56	0	17	4	0	0	0	0	1	0	0	0	0	3	96
SOF1	PF3D7_0409200	PF3D7_0409200.1	protein_coding	1	11	12	102	51	0	0	12	0	0	0	0	0	0	1	0	0	11	51
SP21	PF3D7_1331300	PF3D7_1331300.1	protein_coding	0	24	12	181	93	0	3	12	0	0	0	0	0	0	0	0	0	24	85
SPATR	PF3D7_0212600	PF3D7_0212600.1	protein_coding	0	3	0	127	55	0	18	0	0	0	0	0	0	0	0	0	0	3	54
SPB	PF3D7_1320400	PF3D7_1320400.1	protein_coding	0	4	1	154	77	0	0	1	0	0	0	0	0	0	0	0	0	4	77
SPC1	PF3D7_1433600	PF3D7_1433600.1	protein_coding	0	0	1	142	35	0	7	1	0	0	0	0	0	0	0	0	0	0	100
SPC2	PF3D7_0320700	PF3D7_0320700.1	protein_coding	0	1	3	115	51	0	11	3	0	0	0	0	1	0	0	0	0	0	54
SPC25	PF3D7_1345900	PF3D7_1345900.1	protein_coding	0	1	0	139	63	0	22	0	0	0	0	0	0	0	0	0	0	1	54
SPC3	PF3D7_0904400	PF3D7_0904400.1	protein_coding	0	1	2	104	53	0	0	2	0	0	0	0	0	0	0	0	0	1	51
SPECT1	PF3D7_1342500	PF3D7_1342500.1	protein_coding	0	1	13	178	77	0	1	13	0	0	0	0	4	0	0	0	0	0	101
SPM1	PF3D7_0909500	PF3D7_0909500.1	protein_coding	1	21	12	166	77	0	0	12	0	0	0	0	0	0	1	0	0	21	89
SPM2	PF3D7_1230300	PF3D7_1230300.1	protein_coding	0	3	0	112	64	0	2	0	0	0	0	0	0	0	0	0	0	3	46
SPO11	PF3D7_1217100	PF3D7_1217100.1	protein_coding	0	9	7	156	62	0	17	7	0	0	0	0	5	0	0	0	0	5	81
SPO11	PF3D7_1217100	PF3D7_1217100.2	protein_coding	0	8	6	158	62	0	18	6	0	0	0	0	3	0	0	0	0	5	81
SPP	PF3D7_1440200	PF3D7_1440200.1	protein_coding	2	10	25	134	51	0	44	25	0	0	2	0	1	0	0	0	0	10	41
SPP	PF3D7_1457000	PF3D7_1457000.1	protein_coding	0	6	2	154	59	0	30	2	0	0	0	0	3	0	0	0	0	3	68
SPT4	PF3D7_1030000	PF3D7_1030000.1	protein_coding	0	2	0	168	113	0	12	0	0	0	0	0	1	0	0	0	0	1	44
SPT5	PF3D7_0610900	PF3D7_0610900.1	protein_coding	0	7	6	70	47	0	0	6	0	0	0	0	0	0	0	0	0	7	23
SR1	PF3D7_0517300	PF3D7_0517300.1	protein_coding	0	13	5	117	65	0	7	5	0	0	0	0	0	0	0	0	0	13	45
SR1	PF3D7_1131100	PF3D7_1131100.1	protein_coding	0	15	15	151	49	0	0	15	0	0	0	0	0	0	0	0	0	15	102
SR10	PF3D7_1215900	PF3D7_1215900.1	protein_coding	0	6	8	111	49	0	0	8	0	0	0	0	0	0	0	0	0	6	62
SR12	PF3D7_0422800	PF3D7_0422800.1	protein_coding	0	4	5	209	50	0	32	5	0	0	0	0	0	0	0	0	0	4	127
SR140	PF3D7_1402700	PF3D7_1402700.1	protein_coding	0	6	5	199	53	0	40	5	0	0	0	0	2	0	0	0	0	5	107
SR25	PF3D7_0713400	PF3D7_0713400.1	protein_coding	0	19	8	370	114	0	9	8	0	0	0	0	1	0	0	0	0	18	248
SRCAP	PF3D7_0820000	PF3D7_0820000.1	protein_coding	0	58	34	148	66	0	18	34	0	0	0	0	1	0	0	0	0	57	65
SRP14	PF3D7_1203200	PF3D7_1203200.1	protein_coding	0	3	2	122	62	0	1	2	0	0	0	0	1	0	0	0	0	2	60
SRP19	PF3D7_1216300	PF3D7_1216300.1	protein_coding	0	0	0	134	54	0	0	0	0	0	0	0	0	0	0	0	0	0	80
SRP54	PF3D7_1450100	PF3D7_1450100.1	protein_coding	0	84	17	146	61	0	0	17	0	0	0	0	0	0	0	0	0	84	85
SRP68	PF3D7_0621900	PF3D7_0621900.1	protein_coding	0	9	8	78	46	0	0	8	0	0	0	0	0	0	0	0	0	9	32
SRP72	PF3D7_1136400	PF3D7_1136400.1	protein_coding	0	4	30	114	45	0	0	30	0	0	0	0	0	0	0	0	0	4	69
SRP9	PF3D7_0729000	PF3D7_0729000.1	protein_coding	0	2	0	141	55	0	9	0	0	0	0	0	1	0	0	0	0	1	78
SRPK1	PF3D7_0302100	PF3D7_0302100.1	protein_coding	0	62	34	318	262	0	0	34	0	0	0	0	0	0	0	0	0	62	56
SRPK2	PF3D7_1443000	PF3D7_1443000.1	protein_coding	0	17	31	129	40	0	0	31	0	0	0	0	0	0	0	0	0	17	89
SRPR-alpha	PF3D7_1366600	PF3D7_1366600.1	protein_coding	0	19	9	152	69	0	0	9	0	0	0	0	0	0	0	0	0	19	83
SRPR-beta	PF3D7_1246800	PF3D7_1246800.1	protein_coding	0	4	4	130	59	0	9	4	0	0	0	0	0	0	0	0	0	4	62
SRSF12	PF3D7_0503300	PF3D7_0503300.1	protein_coding	0	8	3	155	80	0	0	3	0	0	0	0	0	0	0	0	0	8	75
SRSF4	PF3D7_1022400	PF3D7_1022400.1	protein_coding	0	2	11	182	51	0	4	11	0	0	0	0	0	0	0	0	0	2	127
SSB	PF3D7_0508800	PF3D7_0508800.1	protein_coding	0	4	3	175	93	0	0	3	0	0	0	0	0	0	0	0	0	4	82
SSP3	PF3D7_0812300	PF3D7_0812300.1	protein_coding	0	3	1	138	41	0	0	1	0	0	0	0	0	0	0	0	0	3	97
SSUA	mal_rna_11	mal_rna_11:rRNA	rRNA	0	0	0	291	112	0	0	0	8	0	0	0	0	0	0	0	0	0	171
SSUB	malmito_SSUB	malmito_SSUB:rRNA	rRNA	0	1	0	281	14	0	0	0	6	0	0	0	1	0	0	0	0	0	262
SSUD	mal_rna_15	mal_rna_15:rRNA	rRNA	0	1	0	276	266	0	0	0	2	0	0	0	1	0	0	0	0	0	9
SSUE	mal_rna_8	mal_rna_8:rRNA	rRNA	0	1	0	290	199	0	0	0	1	0	0	0	1	0	0	0	0	0	91
SSUF	malmito_rna_SSUF	malmito_rna_SSUF:rRNA	rRNA	0	0	0	272	263	0	0	0	0	0	0	0	0	0	0	0	0	0	9
STARP	PF3D7_0702300	PF3D7_0702300.1	protein_coding	0	4	17	83	39	0	0	17	0	0	0	0	0	0	0	0	0	4	44
STT3	PF3D7_1116600	PF3D7_1116600.1	protein_coding	3	32	25	137	59	0	3	25	0	0	0	0	1	0	3	0	0	31	76
SUA5	PF3D7_1203500	PF3D7_1203500.1	protein_coding	1	11	10	154	67	0	0	10	0	0	0	0	0	0	1	0	0	11	87
SUB1	PF3D7_0507500	PF3D7_0507500.1	protein_coding	0	16	14	164	78	0	0	14	0	0	0	0	0	0	0	0	0	16	86
SUB2	PF3D7_1136900	PF3D7_1136900.1	protein_coding	0	6	19	154	106	0	1	19	0	0	0	0	0	0	0	0	0	6	47
SUB3	PF3D7_0507200	PF3D7_0507200.1	protein_coding	0	6	24	221	135	0	0	24	0	0	0	0	0	0	0	0	0	6	86
SUFB	PF3D7_API04700	PF3D7_API04700.1	protein_coding	2	51	52	348	324	0	0	52	0	0	0	0	0	1	1	0	0	51	24
SUMO	PF3D7_0505800	PF3D7_0505800.1	protein_coding	0	0	0	191	92	0	8	0	0	0	0	0	0	0	0	0	0	0	91
SURF1.1	PF3D7_0113100	PF3D7_0113100.1	protein_coding	1	36	123	180	106	0	7	123	0	0	0	0	0	0	1	0	0	36	67
SURF1.3	PF3D7_0115000	PF3D7_0115000.1	protein_coding	2	45	200	209	82	0	23	200	0	0	0	0	4	0	2	0	0	42	107
SURF14.1	PF3D7_1477600	PF3D7_1477600.1	protein_coding	0	56	189	161	96	0	20	189	0	0	0	0	0	0	0	0	0	56	45
SURF4.2	PF3D7_0424400	PF3D7_0424400.1	protein_coding	3	38	307	117	39	0	1	307	0	0	0	0	0	0	3	0	0	38	77
SURF8.1	PF3D7_0831100	PF3D7_0831100.1	protein_coding	8	44	132	125	63	0	7	132	0	0	0	0	5	1	7	0	0	41	58
SURF8.2	PF3D7_0830800	PF3D7_0830800.1	protein_coding	0	38	210	146	74	0	4	210	0	0	0	0	0	0	0	0	0	38	68
SURF8.3	PF3D7_0800700	PF3D7_0800700.1	protein_coding	5	54	211	212	72	0	18	211	0	0	0	0	3	0	5	0	0	52	124
SYN11	PF3D7_1432000	PF3D7_1432000.1	protein_coding	0	3	9	106	57	0	0	9	0	0	0	0	0	0	0	0	0	3	49
SYN13	PF3D7_1104100	PF3D7_1104100.1	protein_coding	1	5	6	199	65	0	13	6	0	0	0	0	2	0	0	1	0	4	122
SYN16	PF3D7_1243000	PF3D7_1243000.1	protein_coding	0	2	3	138	72	0	0	3	0	0	0	0	0	0	0	0	0	2	66
SYN17	PF3D7_0210700	PF3D7_0210700.1	protein_coding	0	8	7	129	47	0	0	7	0	0	0	0	0	0	0	0	0	8	82
